学号,individual_report
pjxyqwbk902,"【学业发展诊断建议书】
学号：pjxyqwbk902 | 诊断画像：非传统学习型 | 演化轨迹：行为波动型

1. 画像定义：精力侧重于素质拓展与社交，校园生活活跃，但学术投入较佛系。

2. 动态分析：整体表现符合其画像逻辑，当前风险处于‘可控范围’。 系统判定的风险概率为 0.01。该生在【体育课】方面维持了良好的韧性，未见明显的负向漂移信号。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【student】。

4. 干预建议：建议维持当前状态，鼓励其在保持【体育课】优势的同时，进一步优化在【student】维度的表现。"
pjxyqwbk907,"【学业发展诊断建议书】
学号：pjxyqwbk907 | 诊断画像：非传统学习型 | 演化轨迹：行为波动型

1. 画像定义：精力侧重于素质拓展与社交，校园生活活跃，但学术投入较佛系。

2. 动态分析：整体表现符合其画像逻辑，当前风险处于‘可控范围’。 系统判定的风险概率为 0.01。该生在【体能】方面维持了良好的韧性，未见明显的负向漂移信号。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【讨论记录】。

4. 干预建议：建议维持当前状态，鼓励其在保持【体能】优势的同时，进一步优化在【讨论记录】维度的表现。"
pjxyqwbk910,"【学业发展诊断建议书】
学号：pjxyqwbk910 | 诊断画像：非传统学习型 | 演化轨迹：持续优良型

1. 画像定义：精力侧重于素质拓展与社交，校园生活活跃，但学术投入较佛系。

2. 动态分析：整体表现符合其画像逻辑，当前风险处于‘可控范围’。 系统判定的风险概率为 0.01。该生在【学生签到】方面维持了良好的韧性，未见明显的负向漂移信号。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【讨论记录】。

4. 干预建议：建议维持当前状态，鼓励其在保持【学生签到】优势的同时，进一步优化在【讨论记录】维度的表现。"
pjxyqwbk919,"【学业发展诊断建议书】
学号：pjxyqwbk919 | 诊断画像：平衡型稳健生 | 演化轨迹：行为波动型

1. 画像定义：校园中坚力量，各项行为极其均衡、合规且稳定，管理最放心。

2. 动态分析：整体表现符合其画像逻辑，当前风险处于‘可控范围’。 系统判定的风险概率为 0.01。该生在【本科生综合测评】方面维持了良好的韧性，未见明显的负向漂移信号。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【体能】。

4. 干预建议：建议维持当前状态，鼓励其在保持【本科生综合测评】优势的同时，进一步优化在【体能】维度的表现。"
pjxyqwbk920,"【学业发展诊断建议书】
学号：pjxyqwbk920 | 诊断画像：平衡型稳健生 | 演化轨迹：低活跃型

1. 画像定义：校园中坚力量，各项行为极其均衡、合规且稳定，管理最放心。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.01）。其在【成绩】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【成绩】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【成绩】维度的断层，防止其彻底滑向学业违约。"
pjxyqwbk922,"【学业发展诊断建议书】
学号：pjxyqwbk922 | 诊断画像：非传统学习型 | 演化轨迹：行为波动型

1. 画像定义：精力侧重于素质拓展与社交，校园生活活跃，但学术投入较佛系。

2. 动态分析：整体表现符合其画像逻辑，当前风险处于‘可控范围’。 系统判定的风险概率为 0.01。该生在【图书馆】方面维持了良好的韧性，未见明显的负向漂移信号。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【奖学金获奖】。

4. 干预建议：建议维持当前状态，鼓励其在保持【图书馆】优势的同时，进一步优化在【奖学金获奖】维度的表现。"
pjxyqwbk923,"【学业发展诊断建议书】
学号：pjxyqwbk923 | 诊断画像：非传统学习型 | 演化轨迹：低活跃型

1. 画像定义：精力侧重于素质拓展与社交，校园生活活跃，但学术投入较佛系。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.01）。其在【体育课】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【体育课】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【体育课】维度的断层，防止其彻底滑向学业违约。"
pjxyqwbk925,"【学业发展诊断建议书】
学号：pjxyqwbk925 | 诊断画像：非传统学习型 | 演化轨迹：低活跃型

1. 画像定义：精力侧重于素质拓展与社交，校园生活活跃，但学术投入较佛系。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.01）。其在【成绩】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【成绩】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【成绩】维度的断层，防止其彻底滑向学业违约。"
pjxyqwbk928,"【学业发展诊断建议书】
学号：pjxyqwbk928 | 诊断画像：平衡型稳健生 | 演化轨迹：低活跃型

1. 画像定义：校园中坚力量，各项行为极其均衡、合规且稳定，管理最放心。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.01）。其在【本科生综合测评】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【本科生综合测评】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【本科生综合测评】维度的断层，防止其彻底滑向学业违约。"
pjxyqwbk931,"【学业发展诊断建议书】
学号：pjxyqwbk931 | 诊断画像：非传统学习型 | 演化轨迹：低活跃型

1. 画像定义：精力侧重于素质拓展与社交，校园生活活跃，但学术投入较佛系。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.01）。其在【本科生综合测评】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【本科生综合测评】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【本科生综合测评】维度的断层，防止其彻底滑向学业违约。"
pjxyqwbk935,"【学业发展诊断建议书】
学号：pjxyqwbk935 | 诊断画像：非传统学习型 | 演化轨迹：低活跃型

1. 画像定义：精力侧重于素质拓展与社交，校园生活活跃，但学术投入较佛系。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.01）。其在【体测数据】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【体测数据】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【体测数据】维度的断层，防止其彻底滑向学业违约。"
pjxyqwbk942,"【学业发展诊断建议书】
学号：pjxyqwbk942 | 诊断画像：平衡型稳健生 | 演化轨迹：低活跃型

1. 画像定义：校园中坚力量，各项行为极其均衡、合规且稳定，管理最放心。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.01）。其在【体测数据】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【体测数据】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【体测数据】维度的断层，防止其彻底滑向学业违约。"
pjxyqwbk943,"【学业发展诊断建议书】
学号：pjxyqwbk943 | 诊断画像：非传统学习型 | 演化轨迹：低活跃型

1. 画像定义：精力侧重于素质拓展与社交，校园生活活跃，但学术投入较佛系。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.01）。其在【讨论记录】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【讨论记录】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【讨论记录】维度的断层，防止其彻底滑向学业违约。"
pjxyqwbk949,"【学业发展诊断建议书】
学号：pjxyqwbk949 | 诊断画像：学业游离型 | 演化轨迹：低活跃型

1. 画像定义：处于学业边缘，核心指标大幅跌破基准线，存在脱离学业轨道的风险。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 1.0）。其在【成绩】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 1.0。核心归因为【综合偏差】，当前学业薄弱点为【成绩】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【成绩】维度的断层，防止其彻底滑向学业违约。"
