学号,full_report
pjxyqwbj991,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqwbj991，当前画像属于 规范 型。
画像深描：基础画像学生

预警判定：当前学业风险分值为 0.878。AI 诊断结论：经过模型深度对比，该生当前表现为【行为轨迹发生显著漂移】。

具体行为表现：
> * 优势点：该生在 基本信息 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 体能，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在体能方面的具体困难。"
pjxyqwbj998,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqwbj998，当前画像属于 稳健 型。
画像深描：【平衡型稳健生】该生是校园生态的‘基本盘’。各项行为特征高度趋近均值中心，各方面均衡、情绪稳定且行为风险极低，是学校管理中最让人放心的‘稳健派’。

预警判定：当前学业风险分值为 0.844。AI 诊断结论：经过模型深度对比，该生当前表现为【综合偏差】。

具体行为表现：
> * 优势点：该生在 作业提交 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 社团活动_特征向量_vector.xlsx，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在社团活动_特征向量_vector.xlsx方面的具体困难。"
pjxyqwbk509,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqwbk509，当前画像属于 规范 型。
画像深描：基础画像学生

预警判定：当前学业风险分值为 0.816。AI 诊断结论：经过模型深度对比，该生当前表现为【综合偏差】。

具体行为表现：
> * 优势点：该生在 体育课_特征向量_vector.xlsx 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 run，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在run方面的具体困难。"
pjxyqwbk511,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqwbk511，当前画像属于 规范 型。
画像深描：基础画像学生

预警判定：当前学业风险分值为 0.994。AI 诊断结论：经过模型深度对比，该生当前表现为【综合偏差】。

具体行为表现：
> * 优势点：该生在 Evaluation_vector.csv 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 成绩，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在成绩方面的具体困难。"
pjxyqwbk514,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqwbk514，当前画像属于 稳健 型。
画像深描：【平衡型稳健生】该生是校园生态的‘基本盘’。各项行为特征高度趋近均值中心，各方面均衡、情绪稳定且行为风险极低，是学校管理中最让人放心的‘稳健派’。

预警判定：当前学业风险分值为 0.845。AI 诊断结论：经过模型深度对比，该生当前表现为【综合偏差】。

具体行为表现：
> * 优势点：该生在 学科竞赛 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 作业提交，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在作业提交方面的具体困难。"
pjxyqwbk519,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqwbk519，当前画像属于 稳健 型。
画像深描：【平衡型稳健生】该生是校园生态的‘基本盘’。各项行为特征高度趋近均值中心，各方面均衡、情绪稳定且行为风险极低，是学校管理中最让人放心的‘稳健派’。

预警判定：当前学业风险分值为 0.852。AI 诊断结论：经过模型深度对比，该生当前表现为【综合偏差】。

具体行为表现：
> * 优势点：该生在 学科竞赛 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 社团活动_特征向量_vector.xlsx，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在社团活动_特征向量_vector.xlsx方面的具体困难。"
pjxyqwbk527,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqwbk527，当前画像属于 规范 型。
画像深描：基础画像学生

预警判定：当前学业风险分值为 0.964。AI 诊断结论：经过模型深度对比，该生当前表现为【行为轨迹发生显著漂移】。

具体行为表现：
> * 优势点：该生在 体测数据_特征轨迹_vector.xlsx 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 讨论记录_特征向量_vector.xlsx，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在讨论记录_特征向量_vector.xlsx方面的具体困难。"
pjxyqwbk529,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqwbk529，当前画像属于 稳健 型。
画像深描：【平衡型稳健生】该生是校园生态的‘基本盘’。各项行为特征高度趋近均值中心，各方面均衡、情绪稳定且行为风险极低，是学校管理中最让人放心的‘稳健派’。

预警判定：当前学业风险分值为 0.848。AI 诊断结论：经过模型深度对比，该生当前表现为【综合偏差】。

具体行为表现：
> * 优势点：该生在 学科竞赛 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 体测数据_特征轨迹_vector.xlsx，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在体测数据_特征轨迹_vector.xlsx方面的具体困难。"
pjxyqwbk534,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqwbk534，当前画像属于 规范 型。
画像深描：基础画像学生

预警判定：当前学业风险分值为 0.869。AI 诊断结论：经过模型深度对比，该生当前表现为【行为轨迹发生显著漂移】。

具体行为表现：
> * 优势点：该生在 图书馆_特征轨迹_vector.xlsx 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 社团活动_特征向量_vector.xlsx，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在社团活动_特征向量_vector.xlsx方面的具体困难。"
pjxyqwbk542,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqwbk542，当前画像属于 规范 型。
画像深描：基础画像学生

预警判定：当前学业风险分值为 1.0。AI 诊断结论：经过模型深度对比，该生当前表现为【行为轨迹发生显著漂移】。

具体行为表现：
> * 优势点：该生在 student_behavior_vector.xlsx 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 Scholarship_vector.csv，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在Scholarship_vector.csv方面的具体困难。"
pjxyqwbk544,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqwbk544，当前画像属于 稳健 型。
画像深描：【平衡型稳健生】该生是校园生态的‘基本盘’。各项行为特征高度趋近均值中心，各方面均衡、情绪稳定且行为风险极低，是学校管理中最让人放心的‘稳健派’。

预警判定：当前学业风险分值为 0.918。AI 诊断结论：经过模型深度对比，该生当前表现为【综合偏差】。

具体行为表现：
> * 优势点：该生在 图书馆_特征轨迹_vector.xlsx 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 日常锻炼_vector.xlsx，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在日常锻炼_vector.xlsx方面的具体困难。"
pjxyqwbk547,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqwbk547，当前画像属于 规范 型。
画像深描：基础画像学生

预警判定：当前学业风险分值为 0.923。AI 诊断结论：经过模型深度对比，该生当前表现为【综合偏差】。

具体行为表现：
> * 优势点：该生在 图书馆_特征轨迹_vector.xlsx 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 社团活动_特征向量_vector.xlsx，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在社团活动_特征向量_vector.xlsx方面的具体困难。"
pjxyqwbk559,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqwbk559，当前画像属于 自律 型。
画像深描：【学业游离型预警】注意：该生目前虽然标记为自律画像，但模型检测到其核心成绩指标或线上学习参与度存在断层。这部分同学正处于学业危险边缘，需重点关注其是否逐渐脱离校园正常轨道。

预警判定：当前学业风险分值为 0.898。AI 诊断结论：经过模型深度对比，该生当前表现为【综合偏差】。

具体行为表现：
> * 优势点：该生在 图书馆_特征轨迹_vector.xlsx 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 Evaluation_vector.csv，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在Evaluation_vector.csv方面的具体困难。"
